0.20000	0.15000	6.00000	8.50000
0.25000	0.15000	5.75000	8.37000
0.32000	0.15000	5.50000	8.25000
0.40000	0.15000	5.25000	8.12000
0.50000	0.15000	5.00000	8.00000
0.63000	0.15000	4.84000	7.70000
0.80000	0.15000	4.67000	7.45000
1.00000	0.15000	4.50000	7.20000
1.26000	0.15000	4.34000	6.95000
1.59000	0.15000	4.17000	6.70000
2.00000	0.15000	4.00000	6.50000
2.52000	0.15000	3.65000	6.37000
3.17000	0.15000	3.30000	6.25000
3.99000	0.15000	2.90000	6.12000
5.02000	0.15000	2.50000	6.00000
6.32000	0.15000	1.85000	5.84000
7.96000	0.15000	1.15000	5.67000
10.02000	0.15000	0.50000	5.50000
12.62000	0.15000	0.34000	5.34000
15.89000	0.15000	0.17000	5.17000
20.00000	0.15000	0.00000	5.00000
25.18000	0.15000	0.00000	5.00000
31.70000	0.15000	0.00000	5.00000
39.91000	0.15000	0.00000	5.00000
100.00000	0.15000	0.50000	5.50000
