0.10000	-18.24018	2.10561	1.80000	0.00000	-1.07045	0.07176	-0.00061	-0.37267	0.20120	1.29140
0.13300	-16.75026	1.98135	1.90000	0.00000	-1.10434	0.07381	-0.00069	-0.37073	0.20410	1.27850
0.20000	-14.57945	1.77734	2.00000	0.00000	-1.17552	0.07997	-0.00082	-0.34212	0.23070	1.15900
0.25000	-13.45277	1.66940	2.00000	0.00000	-1.21152	0.08382	-0.00091	-0.31745	0.25500	1.08210
0.33300	-11.88050	1.52775	2.10000	0.00000	-1.29302	0.09093	-0.00097	-0.28094	0.29610	1.01240
0.50000	-9.74168	1.33996	2.20000	0.00000	-1.41702	0.10275	-0.00108	-0.23252	0.35510	0.93430
0.66700	-8.43417	1.21946	2.20000	0.00000	-1.49228	0.11125	-0.00120	-0.20809	0.35240	0.82470
1.00000	-6.63613	1.05600	2.20000	0.00000	-1.62243	0.12365	-0.00127	-0.19037	0.40220	0.77520
1.33300	-5.56253	0.96293	2.10000	0.00000	-1.66906	0.12914	-0.00140	-0.18511	0.45730	0.80280
2.00000	-4.17571	0.82286	2.10000	0.00000	-1.73283	0.13913	-0.00180	-0.18128	0.47380	0.75660
2.50000	-3.42601	0.74918	2.10000	0.00000	-1.79502	0.14445	-0.00189	-0.17866	0.50950	0.76070
3.33300	-2.44019	0.64886	2.20000	0.00000	-1.86842	0.15332	-0.00221	-0.17377	0.56980	0.79670
4.16700	-1.85629	0.59401	2.20000	0.00000	-1.91425	0.15783	-0.00239	-0.17036	0.60310	0.80800
5.00000	-1.44487	0.55767	2.20000	0.00000	-1.93988	0.16095	-0.00259	-0.16781	0.64830	0.83160
6.66700	-0.82411	0.50288	2.20000	0.00000	-2.01066	0.16743	-0.00280	-0.16475	0.68420	0.85420
10.00000	0.40372	0.40864	2.40000	0.00000	-2.19435	0.18173	-0.00299	-0.16203	0.70570	0.86470
13.33300	1.24086	0.35309	2.50000	0.00000	-2.34543	0.19120	-0.00298	-0.16121	0.70470	0.85600
20.00000	3.01971	0.24082	2.80000	0.00000	-2.68885	0.21059	-0.00265	-0.16069	0.70240	0.85590
25.00000	3.79614	0.19089	2.90000	0.00000	-2.85195	0.21950	-0.00243	-0.16031	0.69660	0.84860
34.00000	4.74380	0.13842	3.00000	0.00000	-3.05053	0.22882	-0.00212	-0.16000	0.68040	0.83180
40.00000	5.51652	0.09726	3.10000	0.00000	-3.21104	0.23577	-0.00182	-0.16004	0.66900	0.82000
50.00000	5.06614	0.11708	3.00000	0.00000	-3.16617	0.23348	-0.00171	-0.16010	0.65200	0.80770
100.00000	2.33150	0.21424	2.70000	0.00000	-2.74751	0.21991	-0.00190	-0.16029	0.62200	0.78410
105.00000	1.67665	0.24894	2.60000	0.00000	-2.63644	0.21441	-0.00199	-0.16044	0.61680	0.78000
