0.10000	-20.70170	2.64538	1.60000	0.00000	-0.85386	0.02092	-0.00023	-0.38364	0.31960	1.31500
0.13300	-19.30977	2.53810	1.60000	0.00000	-0.86799	0.02244	-0.00034	-0.41943	0.32430	1.30310
0.20000	-17.01765	2.32837	1.70000	0.00000	-0.93219	0.02833	-0.00047	-0.44801	0.34120	1.18590
0.25000	-15.73256	2.19970	1.70000	0.00000	-0.96422	0.03205	-0.00056	-0.45339	0.35900	1.11120
0.33300	-13.89546	2.01650	1.80000	0.00000	-1.03622	0.03823	-0.00063	-0.44922	0.39570	1.04580
0.50000	-11.26706	1.73920	1.90000	0.00000	-1.14531	0.04845	-0.00073	-0.42325	0.45730	0.97770
0.66700	-9.59010	1.54206	1.90000	0.00000	-1.20890	0.05576	-0.00086	-0.39430	0.46750	0.88000
1.00000	-7.33709	1.26868	1.90000	0.00000	-1.32346	0.06678	-0.00095	-0.34391	0.52140	0.84320
1.33300	-5.83157	1.09737	1.90000	0.00000	-1.40241	0.07373	-0.00102	-0.30599	0.55890	0.86470
2.00000	-4.09245	0.88722	2.00000	0.00000	-1.50436	0.08564	-0.00134	-0.26170	0.55690	0.81120
2.50000	-3.46576	0.79958	1.90000	0.00000	-1.54090	0.09067	-0.00147	-0.24159	0.57430	0.80550
3.33300	-2.27943	0.67456	2.10000	0.00000	-1.66666	0.10278	-0.00168	-0.22071	0.60900	0.82520
4.16700	-1.68615	0.61083	2.10000	0.00000	-1.72606	0.10891	-0.00182	-0.20919	0.62780	0.82660
5.00000	-1.27961	0.57066	2.10000	0.00000	-1.75957	0.11297	-0.00200	-0.20216	0.66360	0.84360
6.66700	-0.43074	0.49884	2.20000	0.00000	-1.88995	0.12337	-0.00206	-0.19533	0.68440	0.85440
10.00000	0.81886	0.40572	2.40000	0.00000	-2.09616	0.13905	-0.00215	-0.19106	0.69310	0.85450
13.33300	1.66658	0.35160	2.50000	0.00000	-2.25798	0.14913	-0.00207	-0.19038	0.68810	0.84240
20.00000	3.06366	0.26819	2.70000	0.00000	-2.53997	0.16495	-0.00178	-0.19095	0.68450	0.84130
25.00000	3.79191	0.22335	2.80000	0.00000	-2.69737	0.17359	-0.00155	-0.19172	0.68050	0.83550
34.00000	4.67247	0.17652	2.90000	0.00000	-2.88566	0.18254	-0.00124	-0.19270	0.66440	0.81880
40.00000	4.86888	0.16674	2.90000	0.00000	-2.94101	0.18475	-0.00109	-0.19325	0.65500	0.80860
50.00000	4.43661	0.18214	2.80000	0.00000	-2.89516	0.18320	-0.00101	-0.19443	0.64190	0.79960
100.00000	1.89577	0.26924	2.50000	0.00000	-2.50321	0.17152	-0.00121	-0.19894	0.62020	0.78270
105.00000	1.62570	0.28192	2.50000	0.00000	-2.46237	0.16942	-0.00120	-0.19953	0.61600	0.77930
